Name,Position X,Position Y,Position Z
Point01,1.028687,56.858991,0.804011
Point02,4.940229,52.603497,0.715547
Point03,7.817483,47.15801,0.60953
Point04,9.575651,41.225486,0.498677
Point05,11.958192,35.471275,0.38887
Point06,13.929018,29.591813,0.278238
Point07,15.202411,23.510063,0.166383
Point08,16.141526,17.366682,0.054566
Point09,16.131315,11.210399,-0.054274
Point10,16.590394,5.033098,-0.165071
Point11,16.97898,-1.187384,-0.276393
Point12,16.611533,-7.288815,-0.383057
Point13,16.170611,-13.48391,-0.49113
Point14,15.530281,-19.440331,-0.594309
Point15,14.553177,-25.532737,-0.698756
Point16,14.416395,-31.625991,-0.806054
Point17,14.404749,-37.76791,-0.914636
Point18,15.95638,-43.475807,-1.020819
Point19,17.900669,-49.385893,-1.131903
Point20,17.677333,-55.56882,-1.240495
Point21,13.311968,-55.659034,-1.227354
Point22,8.828847,-56.36206,-1.224654
Point23,4.273849,-56.39908,-1.209932
Point24,-0.15579,-56.216344,-1.191747
Point25,-4.341971,-56.367103,-1.180282
Point26,-8.540698,-56.263874,-1.164282
Point27,-12.70618,-55.960084,-1.144848
Point28,-16.801214,-55.67228,-1.125935
Point29,-16.974586,-49.513589,-1.016432
Point30,-16.512121,-43.27811,-0.907718
Point31,-16.209557,-37.03336,-0.7983
Point32,-15.901933,-30.784262,-0.688822
Point33,-15.972641,-24.533333,-0.578034
Point34,-15.95627,-18.296054,-0.467782
Point35,-16.660894,-12.161058,-0.356905
Point36,-17.010526,-5.933911,-0.245597
Point37,-17.927343,0.251608,-0.13311
Point38,-17.512889,6.494956,-0.024095
Point39,-17.235027,12.69887,0.084685
Point40,-15.803711,18.824951,0.188194
Point41,-14.67424,25.007004,0.293712
Point42,-13.657961,31.137093,0.398693
Point43,-11.782588,36.751267,0.491649
Point44,-10.482591,42.840216,0.594945
Point45,-7.306302,48.22679,0.679485
Point46,-4.005335,53.476918,0.761192
