Name,Position X,Position Y,Position Z
Point01,-1.074753,54.115782,0.414077
Point02,-4.422743,49.988107,0.506677
Point03,-6.570788,44.52127,0.549029
Point04,-9.068392,39.209674,0.604597
Point05,-10.665402,33.587302,0.626654
Point06,-11.876381,28.048619,0.63566
Point07,-13.570252,22.441146,0.661209
Point08,-14.596069,16.687792,0.662412
Point09,-14.98835,10.860985,0.64092
Point10,-14.689788,4.994542,0.594925
Point11,-15.354814,-0.826238,0.583049
Point12,-14.674503,-6.599833,0.524208
Point13,-14.418439,-12.498668,0.479509
Point14,-14.749112,-18.239268,0.456375
Point15,-15.334092,-24.104714,0.441417
Point16,-15.223962,-29.93477,0.402261
Point17,-15.640867,-35.786323,0.381484
Point18,-15.677601,-41.609491,0.347526
Point19,-15.520971,-47.404561,0.306948
Point20,-17.001525,-53.094368,0.324507
Point21,-13.068246,-53.847299,0.181808
Point22,-8.874391,-53.554531,0.036287
Point23,-4.661247,-53.260619,-0.109905
Point24,-0.416898,-53.370125,-0.259634
Point25,3.974428,-53.436483,-0.414264
Point26,8.369908,-53.523907,-0.569168
Point27,12.701037,-54.058267,-0.724517
Point28,16.872323,-53.337124,-0.866652
Point29,15.856,-47.58411,-0.796135
Point30,14.568896,-41.826956,-0.716083
Point31,14.250427,-35.9481,-0.669313
Point32,14.050259,-30.036079,-0.626498
Point33,13.865895,-24.146231,-0.584372
Point34,13.526745,-18.246345,-0.536749
Point35,14.467304,-12.476885,-0.534861
Point36,13.793745,-6.681562,-0.476126
Point37,14.063696,-0.781042,-0.449891
Point38,14.160408,5.131666,-0.417498
Point39,14.280406,10.975966,-0.386338
Point40,13.524333,16.745302,-0.324862
Point41,13.059819,22.474722,-0.273868
Point42,11.661899,28.187916,-0.19019
Point43,9.907726,33.744609,-0.094947
Point44,8.176274,39.33627,-0.00029
Point45,5.748516,44.669716,0.117259
Point46,2.576748,49.59696,0.258479
