Name,Position X,Position Y,Position Z
Point01,-0.613701,42.163359,-0.118401
Point02,1.432274,38.372367,-0.197175
Point03,3.08365,34.211567,-0.255209
Point04,3.972139,29.923521,-0.276107
Point05,4.72248,25.517006,-0.289799
Point06,5.860327,21.21239,-0.322542
Point07,5.617527,16.776656,-0.288576
Point08,6.626652,12.428394,-0.314942
Point09,6.951117,7.943423,-0.307865
Point10,7.218845,3.467709,-0.298121
Point11,7.55783,-1.010684,-0.291772
Point12,7.736715,-5.481942,-0.2778
Point13,7.342587,-9.940668,-0.23648
Point14,7.578634,-14.420567,-0.225199
Point15,7.343207,-18.901545,-0.191358
Point16,8.039975,-23.327364,-0.20239
Point17,7.964758,-27.816483,-0.176173
Point18,8.239118,-32.266664,-0.166875
Point19,8.641196,-36.725299,-0.163643
Point20,9.600501,-40.913378,-0.188433
Point21,7.43351,-41.543653,-0.081592
Point22,4.982349,-41.500209,0.035448
Point23,2.52309,-41.563377,0.153413
Point24,0.064077,-41.632758,0.271398
Point25,-2.456175,-41.619168,0.391894
Point26,-4.97473,-41.779826,0.513186
Point27,-7.486875,-41.97522,0.634347
Point28,-9.686162,-41.470269,0.737013
Point29,-8.135908,-37.265912,0.641667
Point30,-7.979464,-32.772024,0.61154
Point31,-7.803396,-28.41057,0.581141
Point32,-7.708321,-23.929798,0.554016
Point33,-7.615908,-19.436086,0.526952
Point34,-7.840808,-14.950294,0.515109
Point35,-6.927807,-10.582791,0.449426
Point36,-6.596843,-6.077203,0.410891
Point37,-6.752859,-1.615621,0.395874
Point38,-6.899598,2.901035,0.380135
Point39,-6.680286,7.414042,0.346904
Point40,-5.632694,11.624943,0.275572
Point41,-5.759547,16.096388,0.25911
Point42,-5.489592,20.60367,0.223485
Point43,-5.062613,25.088538,0.180461
Point44,-4.757553,29.58,0.143237
Point45,-3.621907,33.944292,0.066919
Point46,-2.653539,38.310796,-0.001407
